timestamp,trend,predicted_trend,correct,confidence,price_enter,price_exit,reason,market_snapshot
2025-07-25 12:55:38.737263,flat,up,0.0,0.726,118250.91,,from_58,{}
2025-07-25 13:00:38.737263,up,up,1.0,0.763,120329.41,,from_58,{}
2025-07-25 13:05:38.737263,up,up,1.0,0.738,119972.46,,from_58,{}
2025-07-25 13:10:38.737263,up,flat,0.0,0.896,118914.16,,from_58,{}
2025-07-25 13:15:38.737263,down,down,1.0,0.698,119077.37,,from_58,{}
2025-07-25 13:20:38.737263,down,down,1.0,0.679,120900.54,,from_58,{}
2025-07-25 13:25:38.737263,flat,down,0.0,0.885,119794.91,,from_58,{}
2025-07-25 13:30:38.737263,flat,flat,1.0,0.85,120783.11,,from_58,{}
2025-07-25 13:35:38.737263,up,down,0.0,0.805,120059.14,,from_58,{}
2025-07-25 13:40:38.737263,flat,down,0.0,0.822,119811.87,,from_58,{}
2025-07-25 13:45:38.737263,flat,up,0.0,0.697,120808.94,,from_58,{}
2025-07-25 13:50:38.737263,down,up,0.0,0.689,118809.16,,from_58,{}
2025-07-25 13:55:38.737263,flat,flat,1.0,0.696,118746.53,,from_58,{}
2025-07-25 14:00:38.737263,down,down,1.0,0.942,118822.82,,from_58,{}
2025-07-25 14:05:38.737263,flat,flat,1.0,0.747,118464.15,,from_58,{}
2025-07-25 14:10:38.737263,down,up,0.0,0.918,120938.07,,from_58,{}
2025-07-25 14:15:38.737263,flat,flat,1.0,0.78,120171.4,,from_58,{}
2025-07-25 14:20:38.737263,flat,flat,1.0,0.878,120672.63,,from_58,{}
2025-07-25 14:25:38.737263,flat,flat,1.0,0.695,119896.1,,from_58,{}
2025-07-25 14:30:38.737263,down,down,1.0,0.786,118210.48,,from_58,{}
2025-07-25 14:35:38.737263,up,up,1.0,0.769,118552.71,,from_58,{}
2025-07-25 14:40:38.737263,down,down,1.0,0.808,119939.04,,from_58,{}
2025-07-25 14:45:38.737263,down,flat,0.0,0.727,119643.66,,from_58,{}
2025-07-25 14:50:38.737263,flat,down,0.0,0.779,119178.69,,from_58,{}
2025-07-25 14:55:38.737263,flat,flat,1.0,0.793,118564.2,,from_58,{}
2025-07-25 15:00:38.737263,flat,flat,1.0,0.764,118823.07,,from_58,{}
2025-07-25 15:05:38.737263,down,down,1.0,0.891,118543.27,,from_58,{}
2025-07-25 15:10:38.737263,up,up,1.0,0.836,119480.97,,from_58,{}
2025-07-25 15:15:38.737263,down,down,1.0,0.725,119668.75,,from_58,{}
2025-07-25 15:20:38.737263,flat,down,0.0,0.707,118627.77,,from_58,{}
2025-07-25 15:25:38.737263,flat,down,0.0,0.761,118600.27,,from_58,{}
2025-07-25 15:30:38.737263,up,up,1.0,0.637,120849.57,,from_58,{}
2025-07-25 15:35:38.737263,down,flat,0.0,0.764,120737.02,,from_58,{}
2025-07-25 15:40:38.737263,down,up,0.0,0.885,120945.45,,from_58,{}
2025-07-25 15:45:38.737263,down,down,1.0,0.899,119245.77,,from_58,{}
2025-07-25 15:50:38.737263,flat,down,0.0,0.649,118835.39,,from_58,{}
2025-07-25 15:55:38.737263,up,up,1.0,0.732,118152.67,,from_58,{}
2025-07-25 16:00:38.737263,up,flat,0.0,0.645,120502.4,,from_58,{}
2025-07-25 16:05:38.737263,flat,flat,1.0,0.699,119476.57,,from_58,{}
2025-07-25 16:10:38.737263,up,up,1.0,0.772,118463.71,,from_58,{}
2025-07-25 16:15:38.737263,down,down,1.0,0.65,119233.17,,from_58,{}
2025-07-25 16:20:38.737263,flat,flat,1.0,0.88,119907.65,,from_58,{}
2025-07-25 16:25:38.737263,flat,flat,1.0,0.752,118926.22,,from_58,{}
2025-07-25 16:30:38.737263,up,up,1.0,0.862,119866.08,,from_58,{}
2025-07-25 16:35:38.737263,up,up,1.0,0.803,119282.17,,from_58,{}
2025-07-25 16:40:38.737263,down,down,1.0,0.691,120854.5,,from_58,{}
2025-07-25 16:45:38.737263,up,up,1.0,0.916,120496.73,,from_58,{}
2025-07-25 16:50:38.737263,flat,flat,1.0,0.948,119720.65,,from_58,{}
2025-07-25 16:55:38.737263,down,down,1.0,0.697,118920.63,,from_58,{}
2025-07-25 17:00:38.737263,up,flat,0.0,0.822,119035.58,,from_58,{}
2025-07-25 17:05:38.737263,up,up,1.0,0.822,119192.3,,from_58,{}
2025-07-25 17:10:38.737263,flat,flat,1.0,0.918,118611.11,,from_58,{}
2025-07-25 17:15:38.737263,up,up,1.0,0.847,119981.79,,from_58,{}
2025-07-25 17:20:38.737263,down,down,1.0,0.791,118816.85,,from_58,{}
2025-07-25 17:25:38.737263,up,up,1.0,0.803,118098.33,,from_58,{}
2025-07-25 17:30:38.737263,up,up,1.0,0.783,120099.86,,from_58,{}
2025-07-25 17:35:38.737263,flat,flat,1.0,0.728,118757.47,,from_58,{}
2025-07-25 17:40:38.737263,flat,up,0.0,0.683,119644.57,,from_58,{}
2025-07-25 17:45:38.737263,down,up,0.0,0.719,120360.89,,from_58,{}
2025-07-25 17:50:38.737263,flat,flat,1.0,0.835,118945.8,,from_58,{}
2025-07-25 17:55:38.737263,flat,flat,1.0,0.912,118507.32,,from_58,{}
2025-07-25 18:00:38.737263,flat,flat,1.0,0.802,118564.89,,from_58,{}
2025-07-25 18:05:38.737263,down,down,1.0,0.82,118928.16,,from_58,{}
2025-07-25 18:10:38.737263,flat,flat,1.0,0.829,120278.91,,from_58,{}
2025-07-25 18:15:38.737263,down,down,1.0,0.885,119231.39,,from_58,{}
2025-07-25 18:20:38.737263,up,up,1.0,0.727,119328.45,,from_58,{}
2025-07-25 18:25:38.737263,flat,flat,1.0,0.677,120928.64,,from_58,{}
2025-07-25 18:30:38.737263,down,flat,0.0,0.673,118997.73,,from_58,{}
2025-07-25 18:35:38.737263,up,up,1.0,0.821,120242.91,,from_58,{}
2025-07-25 18:40:38.737263,up,up,1.0,0.751,118863.93,,from_58,{}
2025-07-25 18:45:38.737263,flat,flat,1.0,0.948,119863.38,,from_58,{}
2025-07-25 18:50:38.737263,up,up,1.0,0.88,120705.26,,from_58,{}
2025-07-25 18:55:38.737263,down,down,1.0,0.784,119653.82,,from_58,{}
2025-07-25 19:00:38.737263,flat,flat,1.0,0.723,119594.24,,from_58,{}
2025-07-25 19:05:38.737263,flat,flat,1.0,0.664,119945.04,,from_58,{}
2025-07-25 19:10:38.737263,up,down,0.0,0.943,120646.01,,from_58,{}
2025-07-25 19:15:38.737263,down,down,1.0,0.74,118014.83,,from_58,{}
2025-07-25 19:20:38.737263,down,down,1.0,0.777,120481.23,,from_58,{}
2025-07-25 19:25:38.737263,flat,flat,1.0,0.652,120579.93,,from_58,{}
2025-07-25 19:30:38.737263,down,down,1.0,0.821,118003.21,,from_58,{}
2025-07-25 19:35:38.737263,flat,flat,1.0,0.631,119277.72,,from_58,{}
2025-07-25 19:40:38.737263,flat,flat,1.0,0.917,119763.33,,from_58,{}
2025-07-25 19:45:38.737263,down,down,1.0,0.858,120902.53,,from_58,{}
2025-07-25 19:50:38.737263,flat,flat,1.0,0.82,118159.71,,from_58,{}
2025-07-25 19:55:38.737263,down,down,1.0,0.773,120957.62,,from_58,{}
2025-07-25 20:00:38.737263,flat,down,0.0,0.77,118922.8,,from_58,{}
2025-07-25 20:05:38.737263,down,down,1.0,0.71,119707.93,,from_58,{}
2025-07-25 20:10:38.737263,flat,down,0.0,0.907,118002.78,,from_58,{}
2025-07-25 20:15:38.737263,down,down,1.0,0.78,119082.28,,from_58,{}
2025-07-25 20:20:38.737263,down,down,1.0,0.702,120917.43,,from_58,{}
2025-07-25 20:25:38.737263,flat,flat,1.0,0.803,119845.68,,from_58,{}
2025-07-25 20:30:38.737263,up,up,1.0,0.949,118156.81,,from_58,{}
2025-07-25 20:35:38.737263,up,up,1.0,0.834,120066.11,,from_58,{}
2025-07-25 20:40:38.737263,flat,up,0.0,0.937,119087.19,,from_58,{}
2025-07-25 20:45:38.737263,up,up,1.0,0.66,120548.49,,from_58,{}
2025-07-25 20:50:38.737263,flat,flat,1.0,0.941,120237.46,,from_58,{}
2025-07-25 20:55:38.737263,flat,flat,1.0,0.661,118169.75,,from_58,{}
2025-07-25 21:00:38.737263,flat,flat,1.0,0.72,120216.67,,from_58,{}
2025-07-25 21:05:38.737263,flat,flat,1.0,0.766,118921.04,,from_58,{}
2025-07-25 21:10:38.737263,up,up,1.0,0.652,119118.91,,from_58,{}
2025-07-25 21:15:38.737263,up,up,1.0,0.677,120309.04,,from_58,{}
2025-07-25 21:20:38.737263,down,down,1.0,0.885,120187.22,,from_58,{}
2025-07-25 21:25:38.737263,up,up,1.0,0.804,120297.43,,from_58,{}
2025-07-25 21:30:38.737263,up,up,1.0,0.63,120341.9,,from_58,{}
2025-07-25 21:35:38.737263,up,up,1.0,0.635,118747.61,,from_58,{}
2025-07-25 21:40:38.737263,flat,flat,1.0,0.91,120585.47,,from_58,{}
2025-07-25 21:45:38.737263,flat,flat,1.0,0.633,120815.88,,from_58,{}
2025-07-25 21:50:38.737263,down,down,1.0,0.658,119465.87,,from_58,{}
2025-07-25 21:55:38.737263,flat,flat,1.0,0.868,118442.79,,from_58,{}
2025-07-25 22:00:38.737263,up,up,1.0,0.826,120898.34,,from_58,{}
2025-07-25 22:05:38.737263,flat,flat,1.0,0.69,118374.55,,from_58,{}
2025-07-25 22:10:38.737263,up,up,1.0,0.895,120273.02,,from_58,{}
2025-07-25 22:15:38.737263,flat,up,0.0,0.836,120343.75,,from_58,{}
2025-07-25 22:20:38.737263,down,flat,0.0,0.794,120350.72,,from_58,{}
2025-07-25 22:25:38.737263,up,up,1.0,0.831,120961.58,,from_58,{}
2025-07-25 22:30:38.737263,down,up,0.0,0.664,119515.55,,from_58,{}
2025-07-25 22:35:38.737263,up,up,1.0,0.903,118766.1,,from_58,{}
2025-07-25 22:40:38.737263,up,up,1.0,0.843,118600.64,,from_58,{}
2025-07-25 22:45:38.737263,up,up,1.0,0.927,120056.91,,from_58,{}
2025-07-25 22:50:38.737263,up,up,1.0,0.732,118208.84,,from_58,{}
2025-07-25 22:55:38.737263,down,down,1.0,0.643,120826.27,,from_58,{}
2025-07-25 23:00:38.737263,up,up,1.0,0.699,118505.77,,from_58,{}
2025-07-25 23:05:38.737263,down,down,1.0,0.631,120374.12,,from_58,{}
2025-07-25 23:10:38.737263,flat,flat,1.0,0.795,119060.86,,from_58,{}
2025-07-25 23:15:38.737263,down,down,1.0,0.786,118338.87,,from_58,{}
2025-07-25 23:20:38.737263,up,up,1.0,0.934,118368.89,,from_58,{}
2025-07-25 23:25:38.737263,flat,flat,1.0,0.696,120118.13,,from_58,{}
2025-07-25 23:30:38.737263,down,down,1.0,0.859,118202.9,,from_58,{}
2025-07-25 23:35:38.737263,up,up,1.0,0.844,119510.85,,from_58,{}
2025-07-25 23:40:38.737263,up,up,1.0,0.862,119042.39,,from_58,{}
2025-07-25 23:45:38.737263,flat,flat,1.0,0.711,119922.24,,from_58,{}
2025-07-25 23:50:38.737263,flat,flat,1.0,0.652,119787.69,,from_58,{}
2025-07-25 23:55:38.737263,down,down,1.0,0.747,118046.84,,from_58,{}
2025-07-26 00:00:38.737263,up,down,0.0,0.653,119439.36,,from_58,{}
2025-07-26 00:05:38.737263,flat,flat,1.0,0.74,120037.54,,from_58,{}
2025-07-26 00:10:38.737263,down,flat,0.0,0.713,120578.61,,from_58,{}
2025-07-26 00:15:38.737263,flat,up,0.0,0.922,118561.79,,from_58,{}
2025-07-26 00:20:38.737263,up,up,1.0,0.658,120502.13,,from_58,{}
2025-07-26 00:25:38.737263,down,down,1.0,0.806,118653.99,,from_58,{}
2025-07-26 00:30:38.737263,down,down,1.0,0.827,120119.12,,from_58,{}
2025-07-26 00:35:38.737263,up,up,1.0,0.799,118628.18,,from_58,{}
2025-07-26 00:40:38.737263,down,down,1.0,0.875,120373.96,,from_58,{}
2025-07-26 00:45:38.737263,up,up,1.0,0.757,118219.48,,from_58,{}
2025-07-26 00:50:38.737263,up,up,1.0,0.784,120634.05,,from_58,{}
2025-07-26 00:55:38.737263,up,up,1.0,0.87,118753.98,,from_58,{}
2025-07-26 01:00:38.737263,flat,flat,1.0,0.653,120615.38,,from_58,{}
2025-07-26 01:05:38.737263,down,down,1.0,0.771,118027.84,,from_58,{}
2025-07-26 01:10:38.737263,up,up,1.0,0.909,119518.44,,from_58,{}
2025-07-26 01:15:38.737263,up,up,1.0,0.699,119142.96,,from_58,{}
2025-07-26 01:20:38.737263,up,flat,0.0,0.822,118391.38,,from_58,{}
2025-07-26 01:25:38.737263,down,down,1.0,0.858,119114.39,,from_58,{}
2025-07-26 01:30:38.737263,up,up,1.0,0.705,119053.75,,from_58,{}
2025-07-26 01:35:38.737263,up,up,1.0,0.701,119428.06,,from_58,{}
2025-07-26 01:40:38.737263,up,up,1.0,0.663,120155.9,,from_58,{}
2025-07-26 01:45:38.737263,down,down,1.0,0.787,119204.29,,from_58,{}
2025-07-26 01:50:38.737263,up,up,1.0,0.925,118988.21,,from_58,{}
2025-07-26 01:55:38.737263,up,up,1.0,0.886,120782.27,,from_58,{}
2025-07-26 02:00:38.737263,down,down,1.0,0.748,120281.11,,from_58,{}
2025-07-26 02:05:38.737263,up,up,1.0,0.685,119875.47,,from_58,{}
2025-07-26 02:10:38.737263,flat,flat,1.0,0.92,119736.8,,from_58,{}
2025-07-26 02:15:38.737263,up,up,1.0,0.797,118130.86,,from_58,{}
2025-07-26 02:20:38.737263,flat,flat,1.0,0.636,119525.02,,from_58,{}
2025-07-26 02:25:38.737263,down,down,1.0,0.931,118231.43,,from_58,{}
2025-07-26 02:30:38.737263,down,down,1.0,0.813,120214.07,,from_58,{}
2025-07-26 02:35:38.737263,flat,flat,1.0,0.645,120812.91,,from_58,{}
2025-07-26 02:40:38.737263,down,down,1.0,0.674,118245.03,,from_58,{}
2025-07-26 02:45:38.737263,down,flat,0.0,0.807,118245.84,,from_58,{}
2025-07-26 02:50:38.737263,down,down,1.0,0.801,120657.86,,from_58,{}
2025-07-26 02:55:38.737263,down,down,1.0,0.819,118139.28,,from_58,{}
2025-07-26 03:00:38.737263,flat,flat,1.0,0.653,119780.11,,from_58,{}
2025-07-26 03:05:38.737263,up,up,1.0,0.68,119032.92,,from_58,{}
2025-07-26 03:10:38.737263,down,down,1.0,0.7,119795.69,,from_58,{}
2025-07-26 03:15:38.737263,up,flat,0.0,0.673,118012.2,,from_58,{}
2025-07-26 03:20:38.737263,down,down,1.0,0.632,118216.63,,from_58,{}
2025-07-26 03:25:38.737263,down,down,1.0,0.779,118961.55,,from_58,{}
2025-07-26 03:30:38.737263,flat,flat,1.0,0.913,118505.04,,from_58,{}
2025-07-26 03:35:38.737263,up,up,1.0,0.646,120312.07,,from_58,{}
2025-07-26 03:40:38.737263,flat,flat,1.0,0.64,118805.66,,from_58,{}
2025-07-26 03:45:38.737263,flat,flat,1.0,0.671,120581.62,,from_58,{}
2025-07-26 03:50:38.737263,flat,flat,1.0,0.842,120934.25,,from_58,{}
2025-07-26 03:55:38.737263,flat,flat,1.0,0.823,118930.67,,from_58,{}
2025-07-26 04:00:38.737263,down,down,1.0,0.72,120704.3,,from_58,{}
2025-07-26 04:05:38.737263,down,down,1.0,0.884,119988.89,,from_58,{}
2025-07-26 04:10:38.737263,up,up,1.0,0.889,120530.34,,from_58,{}
2025-07-26 04:15:38.737263,flat,flat,1.0,0.918,120903.95,,from_58,{}
2025-07-26 04:20:38.737263,down,down,1.0,0.936,120308.75,,from_58,{}
2025-07-26 04:25:38.737263,down,down,1.0,0.87,118643.82,,from_58,{}
2025-07-26 04:30:38.737263,up,up,1.0,0.857,118448.56,,from_58,{}
2025-07-26 04:35:38.737263,up,up,1.0,0.722,119373.27,,from_58,{}
2025-07-26 04:40:38.737263,flat,flat,1.0,0.732,119108.87,,from_58,{}
2025-07-26 04:45:38.737263,flat,flat,1.0,0.882,120506.66,,from_58,{}
2025-07-26 04:50:38.737263,flat,flat,1.0,0.786,119600.81,,from_58,{}
2025-07-26 04:55:38.737263,flat,flat,1.0,0.896,120974.05,,from_58,{}
2025-07-26 05:00:38.737263,flat,flat,1.0,0.945,120812.58,,from_58,{}
2025-07-26 05:05:38.737263,up,up,1.0,0.708,120604.78,,from_58,{}
2025-07-26 05:10:38.737263,down,down,1.0,0.84,120083.12,,from_58,{}
2025-07-26 05:15:38.737263,down,down,1.0,0.662,118954.12,,from_58,{}
2025-07-26 05:20:38.737263,down,down,1.0,0.902,120327.38,,from_58,{}
2025-07-26 05:25:38.737263,down,down,1.0,0.813,119445.75,,from_58,{}
2025-07-26 05:30:38.737263,up,up,1.0,0.841,120633.61,,from_58,{}
2025-07-26 05:35:38.737263,down,down,1.0,0.764,119053.04,,from_58,{}
2025-07-26 05:40:38.737263,up,up,1.0,0.636,118887.71,,from_58,{}
2025-07-26 05:45:38.737263,flat,flat,1.0,0.907,118540.82,,from_58,{}
2025-07-26 05:50:38.737263,up,up,1.0,0.811,119984.09,,from_58,{}
2025-07-26 05:55:38.737263,flat,flat,1.0,0.87,120021.04,,from_58,{}
2025-07-26 06:00:38.737263,down,down,1.0,0.821,119695.82,,from_58,{}
2025-07-26 06:05:38.737263,flat,flat,1.0,0.776,119725.0,,from_58,{}
2025-07-26 06:10:38.737263,down,down,1.0,0.79,118763.63,,from_58,{}
2025-07-26 06:15:38.737263,up,up,1.0,0.749,120690.92,,from_58,{}
2025-07-26 06:20:38.737263,flat,flat,1.0,0.792,118056.29,,from_58,{}
2025-07-26 06:25:38.737263,flat,flat,1.0,0.716,118738.62,,from_58,{}
2025-07-26 06:30:38.737263,flat,flat,1.0,0.748,120099.17,,from_58,{}
2025-07-26 06:35:38.737263,down,down,1.0,0.844,120809.97,,from_58,{}
2025-07-26 06:40:38.737263,up,up,1.0,0.824,118652.63,,from_58,{}
2025-07-26 06:45:38.737263,down,up,0.0,0.83,118632.36,,from_58,{}
2025-07-26 06:50:38.737263,flat,flat,1.0,0.809,119819.36,,from_58,{}
2025-07-26 06:55:38.737263,up,down,0.0,0.797,118556.48,,from_58,{}
2025-07-26 07:00:38.737263,up,up,1.0,0.914,119497.14,,from_58,{}
2025-07-26 07:05:38.737263,flat,flat,1.0,0.941,120391.26,,from_58,{}
2025-07-26 07:10:38.737263,up,up,1.0,0.778,118621.18,,from_58,{}
2025-07-26 07:15:38.737263,flat,flat,1.0,0.941,118836.14,,from_58,{}
2025-07-26 07:20:38.737263,flat,flat,1.0,0.669,118626.33,,from_58,{}
2025-07-26 07:25:38.737263,down,down,1.0,0.742,120254.38,,from_58,{}
2025-07-26 07:30:38.737263,up,up,1.0,0.816,118693.69,,from_58,{}
2025-07-26 07:35:38.737263,up,up,1.0,0.7,119075.79,,from_58,{}
2025-07-26 07:40:38.737263,flat,flat,1.0,0.788,119778.15,,from_58,{}
2025-07-26 07:45:38.737263,up,up,1.0,0.751,118572.45,,from_58,{}
2025-07-26 07:50:38.737263,flat,flat,1.0,0.81,118100.76,,from_58,{}
2025-07-26 07:55:38.737263,up,up,1.0,0.733,118847.61,,from_58,{}
2025-07-26 08:00:38.737263,flat,flat,1.0,0.891,120719.73,,from_58,{}
2025-07-26 08:05:38.737263,down,flat,0.0,0.685,118390.04,,from_58,{}
2025-07-26 08:10:38.737263,down,flat,0.0,0.823,120887.3,,from_58,{}
2025-07-26 08:15:38.737263,down,down,1.0,0.908,120742.28,,from_58,{}
2025-07-26 08:20:38.737263,flat,flat,1.0,0.735,119353.21,,from_58,{}
2025-07-26 08:25:38.737263,down,up,0.0,0.792,119923.45,,from_58,{}
2025-07-26 08:30:38.737263,up,down,0.0,0.774,120142.15,,from_58,{}
2025-07-26 08:35:38.737263,down,down,1.0,0.819,120295.11,,from_58,{}
2025-07-26 08:40:38.737263,up,up,1.0,0.825,118925.06,,from_58,{}
2025-07-26 08:45:38.737263,down,down,1.0,0.728,118555.66,,from_58,{}
2025-07-26 08:50:38.737263,flat,flat,1.0,0.735,119398.31,,from_58,{}
2025-07-26 08:55:38.737263,up,up,1.0,0.93,118111.49,,from_58,{}
2025-07-26 09:00:38.737263,up,up,1.0,0.776,119397.1,,from_58,{}
2025-07-26 09:05:38.737263,up,up,1.0,0.817,119106.88,,from_58,{}
2025-07-26 09:10:38.737263,up,up,1.0,0.888,119192.94,,from_58,{}
2025-07-26 09:15:38.737263,down,down,1.0,0.795,120485.31,,from_58,{}
2025-07-26 09:20:38.737263,up,up,1.0,0.932,120683.12,,from_58,{}
2025-07-26 09:25:38.737263,down,flat,0.0,0.835,119827.86,,from_58,{}
2025-07-26 09:30:38.737263,up,flat,0.0,0.748,119814.19,,from_58,{}
2025-07-26 09:35:38.737263,down,down,1.0,0.632,119055.44,,from_58,{}
2025-07-26 09:40:38.737263,flat,down,0.0,0.766,118423.67,,from_58,{}
2025-07-26 09:45:38.737263,down,down,1.0,0.883,118660.19,,from_58,{}
2025-07-26 09:50:38.737263,down,down,1.0,0.749,119905.7,,from_58,{}
2025-07-26 09:55:38.737263,up,up,1.0,0.901,118745.04,,from_58,{}
2025-07-26 10:00:38.737263,down,down,1.0,0.926,118194.76,,from_58,{}
2025-07-26 10:05:38.737263,up,up,1.0,0.698,120928.16,,from_58,{}
2025-07-26 10:10:38.737263,up,flat,0.0,0.847,120598.49,,from_58,{}
2025-07-26 10:15:38.737263,down,down,1.0,0.73,118365.02,,from_58,{}
2025-07-26 10:20:38.737263,up,flat,0.0,0.869,119733.48,,from_58,{}
2025-07-26 10:25:38.737263,up,up,1.0,0.671,118609.04,,from_58,{}
2025-07-26 10:30:38.737263,down,down,1.0,0.821,119234.9,,from_58,{}
2025-07-26 10:35:38.737263,down,down,1.0,0.668,120840.52,,from_58,{}
2025-07-26 10:40:38.737263,down,flat,0.0,0.866,120371.19,,from_58,{}
2025-07-26 10:45:38.737263,flat,down,0.0,0.778,120694.37,,from_58,{}
2025-07-26 10:50:38.737263,flat,flat,1.0,0.842,118914.99,,from_58,{}
2025-07-26 10:55:38.737263,down,down,1.0,0.867,120937.09,,from_58,{}
2025-07-26 11:00:38.737263,up,up,1.0,0.854,120248.95,,from_58,{}
2025-07-26 11:05:38.737263,up,down,0.0,0.764,119666.99,,from_58,{}
2025-07-26 11:10:38.737263,up,up,1.0,0.69,119785.59,,from_58,{}
2025-07-26 11:15:38.737263,down,down,1.0,0.671,119893.68,,from_58,{}
2025-07-26 11:20:38.737263,up,up,1.0,0.635,120620.75,,from_58,{}
2025-07-26 11:25:38.737263,flat,flat,1.0,0.785,119620.09,,from_58,{}
2025-07-26 11:30:38.737263,down,down,1.0,0.882,119867.82,,from_58,{}
2025-07-26 11:35:38.737263,down,down,1.0,0.875,120077.57,,from_58,{}
2025-07-26 11:40:38.737263,down,down,1.0,0.718,119444.98,,from_58,{}
2025-07-26 11:45:38.737263,up,up,1.0,0.839,120888.79,,from_58,{}
2025-07-26 11:50:38.737263,flat,flat,1.0,0.665,120399.0,,from_58,{}
2025-07-26 11:55:38.737263,flat,flat,1.0,0.635,118695.78,,from_58,{}
2025-07-26 12:00:38.737263,down,down,1.0,0.638,118998.79,,from_58,{}
2025-07-26 12:05:38.737263,up,down,0.0,0.71,119817.96,,from_58,{}
2025-07-26 12:10:38.737263,flat,flat,1.0,0.784,120113.57,,from_58,{}
2025-07-26 12:15:38.737263,down,down,1.0,0.762,118220.63,,from_58,{}
2025-07-26 12:20:38.737263,down,down,1.0,0.883,120911.72,,from_58,{}
2025-07-26 12:25:38.737263,up,up,1.0,0.791,119562.13,,from_58,{}
2025-07-26 12:30:38.737263,up,up,1.0,0.73,120179.07,,from_58,{}
2025-07-26 12:35:38.737263,down,down,1.0,0.699,119636.9,,from_58,{}
2025-07-26 12:40:38.737263,flat,flat,1.0,0.731,118910.05,,from_58,{}
2025-07-26 12:45:38.737263,up,up,1.0,0.818,119172.7,,from_58,{}
2025-07-26 12:50:38.737263,down,down,1.0,0.694,119709.51,,from_58,{}
2025-07-26 12:55:38.737263,down,down,1.0,0.641,119538.95,,from_58,{}
2025-07-26 13:00:38.737263,flat,flat,1.0,0.91,118699.75,,from_58,{}
2025-07-26 13:05:38.737263,flat,flat,1.0,0.705,118318.77,,from_58,{}
2025-07-26 13:10:38.737263,down,down,1.0,0.762,120910.55,,from_58,{}
2025-07-26 13:15:38.737263,down,up,0.0,0.797,120619.31,,from_58,{}
2025-07-26 13:20:38.737263,down,down,1.0,0.657,119815.05,,from_58,{}
2025-07-26 13:25:38.737263,up,up,1.0,0.844,118455.96,,from_58,{}
2025-07-26 13:30:38.737263,up,up,1.0,0.868,119722.0,,from_58,{}
2025-07-26 13:35:38.737263,down,down,1.0,0.66,119504.89,,from_58,{}
2025-07-26 13:40:38.737263,flat,up,0.0,0.709,119267.56,,from_58,{}
2025-07-26 13:45:38.737263,down,down,1.0,0.908,120364.47,,from_58,{}
2025-07-26 13:50:38.737263,up,up,1.0,0.865,119453.89,,from_58,{}
2025-07-26 13:55:38.737263,flat,up,0.0,0.808,119583.85,,from_58,{}
2025-07-26 14:00:38.737263,down,down,1.0,0.686,120835.83,,from_58,{}
2025-07-26 14:05:38.737263,down,down,1.0,0.645,119179.98,,from_58,{}
2025-07-26 14:10:38.737263,flat,flat,1.0,0.898,120935.58,,from_58,{}
2025-07-26 14:15:38.737263,down,down,1.0,0.781,118406.79,,from_58,{}
2025-07-26 14:20:38.737263,up,up,1.0,0.752,119172.26,,from_58,{}
2025-07-26 14:25:38.737263,flat,flat,1.0,0.74,120097.83,,from_58,{}
2025-07-26 14:30:38.737263,flat,up,0.0,0.749,118202.42,,from_58,{}
2025-07-26 14:35:38.737263,flat,flat,1.0,0.743,119293.52,,from_58,{}
