timestamp,open,high,low,close,volume,rsi,trend
2025-07-25 13:20:38.737263,120900.54,120904.78854746552,120899.57482337407,120900.54,0.66,50.0,down
2025-07-25 13:25:38.737263,119794.91,119799.70104372886,119790.36556581972,119794.91,1.75,50.0,flat
2025-07-25 13:30:38.737263,120783.11,120787.26742989411,120778.80529137298,120783.11,1.12,50.0,flat
2025-07-25 13:35:38.737263,120059.14,120061.17297078256,120057.06072204116,120059.14,0.57,50.0,up
2025-07-25 13:40:38.737263,119811.87,119816.0211179222,119811.54795171904,119811.87,1.98,50.0,flat
2025-07-25 13:45:38.737263,120808.94,120812.42291610644,120806.8890916303,120808.94,0.65,50.0,flat
2025-07-25 13:50:38.737263,118809.16,118813.84210138716,118807.3057267125,118809.16,0.61,50.0,down
2025-07-25 13:55:38.737263,118746.53,118746.65278347203,118742.290262931,118746.53,1.85,50.0,flat
2025-07-25 14:00:38.737263,118822.82,118826.40310017212,118821.303022843,118822.82,1.03,50.0,down
2025-07-25 14:05:38.737263,118464.15,118465.29618688925,118461.37538965276,118464.15,1.03,50.0,flat
2025-07-25 14:10:38.737263,120938.07,120941.17021531826,120937.894087893,120938.07,1.85,50.0,down
2025-07-25 14:15:38.737263,120171.4,120173.51855363438,120166.89967421423,120171.4,1.09,50.0,flat
2025-07-25 14:20:38.737263,120672.63,120675.32760198534,120672.20436314803,120672.63,1.6,50.0,flat
2025-07-25 14:25:38.737263,119896.1,119896.742576443,119893.7971482767,119896.1,1.1,50.0,flat
2025-07-25 14:30:38.737263,118210.48,118211.50892627222,118209.24244274468,118210.48,1.02,50.0,down
2025-07-25 14:35:38.737263,118552.71,118556.12289590498,118549.22416958051,118552.71,1.93,50.0,up
2025-07-25 14:40:38.737263,119939.04,119941.99271241676,119934.06271577351,119939.04,1.29,50.0,down
2025-07-25 14:45:38.737263,119643.66,119645.65297243943,119643.51325241958,119643.66,1.62,50.0,down
2025-07-25 14:50:38.737263,119178.69,119178.88304818998,119178.54176632888,119178.69,1.75,50.0,flat
2025-07-25 14:55:38.737263,118564.2,118564.73998653424,118562.37107805315,118564.2,0.96,50.0,flat
2025-07-25 15:00:38.737263,118823.07,118825.69874091774,118820.88329884748,118823.07,0.77,50.0,flat
2025-07-25 15:05:38.737263,118543.27,118547.10066140446,118540.17321286132,118543.27,0.89,50.0,down
2025-07-25 15:10:38.737263,119480.97,119485.1839434353,119478.29248841204,119480.97,1.1,50.0,up
2025-07-25 15:15:38.737263,119668.75,119668.91006790148,119666.4405574328,119668.75,0.78,50.0,down
2025-07-25 15:20:38.737263,118627.77,118631.7043084598,118627.39185144678,118627.77,0.9,50.0,flat
2025-07-25 15:25:38.737263,118600.27,118603.16637995857,118599.32865638692,118600.27,1.19,50.0,flat
2025-07-25 15:30:38.737263,120849.57,120851.1602780026,120848.50653377484,120849.57,1.99,50.0,up
2025-07-25 15:35:38.737263,120737.02,120737.49964856762,120732.858539394,120737.02,0.94,50.0,down
2025-07-25 15:40:38.737263,120945.45,120949.75814601994,120942.64922343347,120945.45,0.77,50.0,down
2025-07-25 15:45:38.737263,119245.77,119247.50421600524,119241.7142433978,119245.77,1.37,50.0,down
2025-07-25 15:50:38.737263,118835.39,118838.3268756702,118833.09490990396,118835.39,0.83,50.0,flat
2025-07-25 15:55:38.737263,118152.67,118153.4587207459,118150.17492625052,118152.67,0.93,50.0,up
2025-07-25 16:00:38.737263,120502.4,120506.78472392623,120499.33678179768,120502.4,0.87,50.0,up
2025-07-25 16:05:38.737263,119476.57,119478.93110814916,119472.130029826,119476.57,1.04,50.0,flat
2025-07-25 16:10:38.737263,118463.71,118464.09420850372,118460.59437895149,118463.71,0.78,50.0,up
2025-07-25 16:15:38.737263,119233.17,119235.07680331929,119229.596204932,119233.17,0.89,50.0,down
2025-07-25 16:20:38.737263,119907.65,119910.42889606992,119903.381437507,119907.65,1.66,50.0,flat
2025-07-25 16:25:38.737263,118926.22,118930.84042014388,118926.0321660723,118926.22,0.98,50.0,flat
2025-07-25 16:30:38.737263,119866.08,119867.42547936636,119861.60558703353,119866.08,0.53,50.0,up
2025-07-25 16:35:38.737263,119282.17,119283.5656347703,119279.61685837944,119282.17,1.38,50.0,up
2025-07-25 16:40:38.737263,120854.5,120857.56603568653,120851.9653021577,120854.5,1.81,50.0,down
2025-07-25 16:45:38.737263,120496.73,120501.1150381476,120496.12424768794,120496.73,1.2,50.0,up
2025-07-25 16:50:38.737263,119720.65,119721.02364561972,119719.15399595124,119720.65,1.53,50.0,flat
2025-07-25 16:55:38.737263,118920.63,118921.0144388195,118918.70841754683,118920.63,1.33,50.0,down
2025-07-25 17:00:38.737263,119035.58,119035.95638108464,119031.39148833914,119035.58,0.81,50.0,up
2025-07-25 17:05:38.737263,119192.3,119194.30516446911,119190.25945669351,119192.3,1.78,50.0,up
2025-07-25 17:10:38.737263,118611.11,118613.2656549552,118608.80067524854,118611.11,0.72,50.0,flat
2025-07-25 17:15:38.737263,119981.79,119985.1418656614,119979.64638803224,119981.79,0.87,50.0,up
2025-07-25 17:20:38.737263,118816.85,118821.42624095838,118812.63748943878,118816.85,0.88,50.0,down
2025-07-25 17:25:38.737263,118098.33,118103.14229424912,118096.056790881,118098.33,1.67,50.0,up
2025-07-25 17:30:38.737263,120099.86,120104.2237949644,120097.72475539324,120099.86,0.65,50.0,up
2025-07-25 17:35:38.737263,118757.47,118761.28651047952,118753.31393841653,118757.47,1.73,50.0,flat
2025-07-25 17:40:38.737263,119644.57,119644.90227047291,119643.2957052615,119644.57,0.72,50.0,flat
2025-07-25 17:45:38.737263,120360.89,120364.97027541244,120359.25587937028,120360.89,0.82,50.0,down
2025-07-25 17:50:38.737263,118945.8,118947.41295620744,118941.42411375002,118945.8,0.75,50.0,flat
2025-07-25 17:55:38.737263,118507.32,118510.80071602236,118506.699779479,118507.32,0.92,50.0,flat
2025-07-25 18:00:38.737263,118564.89,118568.26484030548,118561.2322524295,118564.89,0.68,50.0,flat
2025-07-25 18:05:38.737263,118928.16,118930.05722298309,118924.56527213294,118928.16,0.58,50.0,down
2025-07-25 18:10:38.737263,120278.91,120280.05799854462,120277.66030841156,120278.91,0.71,50.0,flat
2025-07-25 18:15:38.737263,119231.39,119233.22009335615,119229.9938825234,119231.39,1.75,50.0,down
2025-07-25 18:20:38.737263,119328.45,119331.8611039335,119326.0912144866,119328.45,1.78,50.0,up
2025-07-25 18:25:38.737263,120928.64,120932.55328120204,120925.16579956216,120928.64,1.34,50.0,flat
2025-07-25 18:30:38.737263,118997.73,119002.01552243176,118994.87962617035,118997.73,1.25,50.0,down
2025-07-25 18:35:38.737263,120242.91,120247.08053313424,120238.38064868284,120242.91,1.18,50.0,up
2025-07-25 18:40:38.737263,118863.93,118864.99591747568,118859.81670901616,118863.93,1.82,50.0,up
2025-07-25 18:45:38.737263,119863.38,119866.21536692385,119862.63095815622,119863.38,1.17,50.0,flat
2025-07-25 18:50:38.737263,120705.26,120706.77472265798,120700.31659151855,120705.26,0.68,50.0,up
2025-07-25 18:55:38.737263,119653.82,119654.40399885716,119652.99073267562,119653.82,1.85,50.0,down
2025-07-25 19:00:38.737263,119594.24,119597.27545812597,119591.18131097048,119594.24,1.78,50.0,flat
2025-07-25 19:05:38.737263,119945.04,119948.9945067412,119941.14127676522,119945.04,0.93,50.0,flat
2025-07-25 19:10:38.737263,120646.01,120648.93910943063,120644.61005953656,120646.01,1.22,50.0,up
2025-07-25 19:15:38.737263,118014.83,118015.00737099968,118010.88752325646,118014.83,1.02,50.0,down
2025-07-25 19:20:38.737263,120481.23,120481.34884628608,120476.5313697972,120481.23,0.82,50.0,down
2025-07-25 19:25:38.737263,120579.93,120582.68173136124,120576.74875321829,120579.93,0.71,50.0,flat
2025-07-25 19:30:38.737263,118003.21,118007.5942795263,118001.96508683004,118003.21,1.79,50.0,down
2025-07-25 19:35:38.737263,119277.72,119280.4612402332,119277.55011165109,119277.72,1.31,50.0,flat
2025-07-25 19:40:38.737263,119763.33,119767.30438836118,119759.9103705584,119763.33,1.26,50.0,flat
2025-07-25 19:45:38.737263,120902.53,120907.25260083655,120898.69034555052,120902.53,1.94,50.0,down
2025-07-25 19:50:38.737263,118159.71,118162.03790369604,118156.77117702286,118159.71,1.98,50.0,flat
2025-07-25 19:55:38.737263,120957.62,120959.38757316551,120954.08729371987,120957.62,1.75,50.0,down
2025-07-25 20:00:38.737263,118922.8,118923.77029372928,118920.2900193931,118922.8,1.56,50.0,flat
2025-07-25 20:05:38.737263,119707.93,119710.5118207753,119706.12151085684,119707.93,0.76,50.0,down
2025-07-25 20:10:38.737263,118002.78,118005.93774675528,118000.22306193972,118002.78,0.61,50.0,flat
2025-07-25 20:15:38.737263,119082.28,119086.58217684596,119081.32197541805,119082.28,1.56,50.0,down
2025-07-25 20:20:38.737263,120917.43,120921.03975392367,120915.92480256008,120917.43,1.42,50.0,down
2025-07-25 20:25:38.737263,119845.68,119846.50837966688,119843.18265286372,119845.68,1.32,50.0,flat
2025-07-25 20:30:38.737263,118156.81,118157.65013143505,118154.68913289272,118156.81,1.23,50.0,up
2025-07-25 20:35:38.737263,120066.11,120071.04419967382,120062.09645947115,120066.11,1.5,50.0,up
2025-07-25 20:40:38.737263,119087.19,119089.32339881032,119086.47169554052,119087.19,1.84,50.0,flat
2025-07-25 20:45:38.737263,120548.49,120551.43005260247,120546.0196765792,120548.49,1.85,50.0,up
2025-07-25 20:50:38.737263,120237.46,120238.96594682508,120234.482884799,120237.46,1.44,50.0,flat
2025-07-25 20:55:38.737263,118169.75,118170.8297527412,118169.4549869628,118169.75,1.91,50.0,flat
2025-07-25 21:00:38.737263,120216.67,120221.16343127134,120212.63319716144,120216.67,1.03,50.0,flat
2025-07-25 21:05:38.737263,118921.04,118922.86590521084,118919.14866208224,118921.04,0.73,50.0,flat
2025-07-25 21:10:38.737263,119118.91,119122.6157827762,119118.45417864986,119118.91,1.83,50.0,up
2025-07-25 21:15:38.737263,120309.04,120312.50338336524,120305.27559628824,120309.04,1.48,50.0,up
2025-07-25 21:20:38.737263,120187.22,120187.3417894677,120184.07855887068,120187.22,1.04,50.0,down
2025-07-25 21:25:38.737263,120297.43,120300.69120521477,120293.63594162112,120297.43,0.97,50.0,up
2025-07-25 21:30:38.737263,120341.9,120343.5247395193,120338.08025491112,120341.9,1.76,50.0,up
2025-07-25 21:35:38.737263,118747.61,118751.58115612491,118746.52320218636,118747.61,0.83,50.0,up
2025-07-25 21:40:38.737263,120585.47,120586.80601904202,120582.31924643648,120585.47,1.0,50.0,flat
2025-07-25 21:45:38.737263,120815.88,120818.18951824609,120813.50325604166,120815.88,1.41,50.0,flat
2025-07-25 21:50:38.737263,119465.87,119468.56968148467,119461.87246861166,119465.87,1.6,50.0,down
2025-07-25 21:55:38.737263,118442.79,118444.1471481035,118442.17083924178,118442.79,1.48,50.0,flat
2025-07-25 22:00:38.737263,120898.34,120898.61415150976,120896.57325663292,120898.34,0.99,50.0,up
2025-07-25 22:05:38.737263,118374.55,118378.85480345885,118371.33371280672,118374.55,0.73,50.0,flat
2025-07-25 22:10:38.737263,120273.02,120273.31051384153,120271.78342260084,120273.02,0.67,50.0,up
2025-07-25 22:15:38.737263,120343.75,120348.29615676597,120341.50867406724,120343.75,0.54,50.0,flat
2025-07-25 22:20:38.737263,120350.72,120351.70546825668,120345.98172192898,120350.72,1.12,50.0,down
2025-07-25 22:25:38.737263,120961.58,120965.42955071856,120959.81758839876,120961.58,1.8,50.0,up
2025-07-25 22:30:38.737263,119515.55,119518.21989757053,119510.64500505348,119515.55,1.51,50.0,down
2025-07-25 22:35:38.737263,118766.1,118769.95758562523,118764.55522390424,118766.1,1.68,50.0,up
2025-07-25 22:40:38.737263,118600.64,118601.9392781352,118598.13199726117,118600.64,1.97,50.0,up
2025-07-25 22:45:38.737263,120056.91,120057.42117358316,120052.29148897606,120056.91,1.82,50.0,up
2025-07-25 22:50:38.737263,118208.84,118212.25261997088,118205.401801008,118208.84,0.91,50.0,up
2025-07-25 22:55:38.737263,120826.27,120830.60302544489,120822.5061838895,120826.27,1.69,50.0,down
2025-07-25 23:00:38.737263,118505.77,118507.93648693783,118503.30712009524,118505.77,1.83,50.0,up
2025-07-25 23:05:38.737263,120374.12,120376.86795542476,120369.2895686162,120374.12,1.65,50.0,down
2025-07-25 23:10:38.737263,119060.86,119062.68520068051,119056.35675404512,119060.86,1.2,50.0,flat
2025-07-25 23:15:38.737263,118338.87,118339.5038768984,118337.39487777137,118338.87,0.51,50.0,down
2025-07-25 23:20:38.737263,118368.89,118373.76320410243,118368.53860791172,118368.89,1.12,50.0,up
2025-07-25 23:25:38.737263,120118.13,120121.5487471174,120114.32372194916,120118.13,1.64,50.0,flat
2025-07-25 23:30:38.737263,118202.9,118203.97401477114,118199.20770526797,118202.9,0.53,50.0,down
2025-07-25 23:35:38.737263,119510.85,119513.09251749529,119508.85906395584,119510.85,1.43,50.0,up
2025-07-25 23:40:38.737263,119042.39,119044.1922822992,119040.99961965677,119042.39,1.2,50.0,up
2025-07-25 23:45:38.737263,119922.24,119923.50498116884,119921.45395437269,119922.24,1.75,50.0,flat
2025-07-25 23:50:38.737263,119787.69,119790.82069772352,119783.3390448067,119787.69,1.57,50.0,flat
2025-07-25 23:55:38.737263,118046.84,118049.39461931652,118045.0105279348,118046.84,1.37,50.0,down
2025-07-26 00:00:38.737263,119439.36,119441.95636137851,119438.76407432888,119439.36,1.97,50.0,up
2025-07-26 00:05:38.737263,120037.54,120038.4251202303,120034.25320604524,120037.54,1.53,50.0,flat
2025-07-26 00:10:38.737263,120578.61,120581.1150221448,120576.3591705669,120578.61,1.56,50.0,down
2025-07-26 00:15:38.737263,118561.79,118565.54079573436,118560.5594464358,118561.79,0.7,50.0,flat
2025-07-26 00:20:38.737263,120502.13,120503.81819268188,120498.16912507646,120502.13,0.56,50.0,up
2025-07-26 00:25:38.737263,118653.99,118655.1315488208,118652.01238563682,118653.99,1.91,50.0,down
2025-07-26 00:30:38.737263,120119.12,120122.65964577414,120116.89312225093,120119.12,1.58,50.0,down
2025-07-26 00:35:38.737263,118628.18,118628.3096013336,118625.4749586346,118628.18,1.6,50.0,up
2025-07-26 00:40:38.737263,120373.96,120375.75655047596,120372.10267117967,120373.96,1.17,50.0,down
2025-07-26 00:45:38.737263,118219.48,118223.18854335186,118217.65058567109,118219.48,1.35,50.0,up
2025-07-26 00:50:38.737263,120634.05,120637.55566935334,120629.67032589688,120634.05,1.17,50.0,up
2025-07-26 00:55:38.737263,118753.98,118758.34326653612,118749.49448001164,118753.98,1.22,50.0,up
2025-07-26 01:00:38.737263,120615.38,120619.8740261856,120612.04847765362,120615.38,0.68,50.0,flat
2025-07-26 01:05:38.737263,118027.84,118028.40615042852,118025.8522247249,118027.84,0.93,50.0,down
2025-07-26 01:10:38.737263,119518.44,119520.23672296856,119517.32620351804,119518.44,0.9,50.0,up
2025-07-26 01:15:38.737263,119142.96,119146.79359550576,119142.48944192423,119142.96,1.74,50.0,up
2025-07-26 01:20:38.737263,118391.38,118392.09528490512,118388.94249985568,118391.38,1.08,50.0,up
2025-07-26 01:25:38.737263,119114.39,119115.50470426989,119110.6743367529,119114.39,0.96,50.0,down
2025-07-26 01:30:38.737263,119053.75,119055.56493289275,119050.45356754646,119053.75,1.62,50.0,up
2025-07-26 01:35:38.737263,119428.06,119430.05121489438,119425.44757385094,119428.06,0.97,50.0,up
2025-07-26 01:40:38.737263,120155.9,120159.79894409137,120150.97026711884,120155.9,1.68,50.0,up
2025-07-26 01:45:38.737263,119204.29,119205.99639973756,119202.44276668264,119204.29,1.27,50.0,down
2025-07-26 01:50:38.737263,118988.21,118990.67002578118,118983.32756867207,118988.21,1.27,50.0,up
2025-07-26 01:55:38.737263,120782.27,120786.04446585575,120780.6328240267,120782.27,1.91,50.0,up
2025-07-26 02:00:38.737263,120281.11,120285.98856998308,120278.01101055463,120281.11,1.63,50.0,down
2025-07-26 02:05:38.737263,119875.47,119876.03187468692,119875.09077334202,119875.47,1.14,50.0,up
2025-07-26 02:10:38.737263,119736.8,119737.44355880648,119736.54585990726,119736.8,1.01,50.0,flat
2025-07-26 02:15:38.737263,118130.86,118135.44080693854,118125.96498305108,118130.86,1.62,50.0,up
2025-07-26 02:20:38.737263,119525.02,119526.34777065116,119522.62970519444,119525.02,1.01,50.0,flat
2025-07-26 02:25:38.737263,118231.43,118234.97048344532,118226.95681354178,118231.43,1.81,50.0,down
2025-07-26 02:30:38.737263,120214.07,120217.74513800949,120211.0092270492,120214.07,1.1,50.0,down
2025-07-26 02:35:38.737263,120812.91,120815.68613938014,120810.07024607778,120812.91,0.54,50.0,flat
2025-07-26 02:40:38.737263,118245.03,118249.06877569266,118244.32230307204,118245.03,0.69,50.0,down
2025-07-26 02:45:38.737263,118245.84,118250.72596330728,118243.6785528817,118245.84,0.88,50.0,down
2025-07-26 02:50:38.737263,120657.86,120661.33093021237,120653.4922103939,120657.86,1.37,50.0,down
2025-07-26 02:55:38.737263,118139.28,118141.13928855512,118137.82913518298,118139.28,1.75,50.0,down
2025-07-26 03:00:38.737263,119780.11,119785.04992917649,119777.71111312116,119780.11,0.88,50.0,flat
2025-07-26 03:05:38.737263,119032.92,119036.1866363506,119030.1955516648,119032.92,0.98,50.0,up
2025-07-26 03:10:38.737263,119795.69,119797.74089763367,119794.26351430114,119795.69,0.52,50.0,down
2025-07-26 03:15:38.737263,118012.2,118015.07672153048,118010.51205004047,118012.2,0.88,50.0,up
2025-07-26 03:20:38.737263,118216.63,118219.27961103122,118211.9420635408,118216.63,1.46,50.0,down
2025-07-26 03:25:38.737263,118961.55,118965.11529271698,118960.24791847264,118961.55,1.33,50.0,down
2025-07-26 03:30:38.737263,118505.04,118508.25343879063,118501.91714152976,118505.04,1.32,50.0,flat
2025-07-26 03:35:38.737263,120312.07,120315.69010526888,120310.10876463055,120312.07,1.18,50.0,up
2025-07-26 03:40:38.737263,118805.66,118810.29325519038,118805.54954636564,118805.66,1.05,50.0,flat
2025-07-26 03:45:38.737263,120581.62,120584.1331900896,120578.06165301894,120581.62,1.9,50.0,flat
2025-07-26 03:50:38.737263,120934.25,120939.02206947665,120931.22297390504,120934.25,1.45,50.0,flat
2025-07-26 03:55:38.737263,118930.67,118933.06166188612,118929.85318458096,118930.67,1.77,50.0,flat
2025-07-26 04:00:38.737263,120704.3,120707.46175906374,120701.42014751624,120704.3,1.66,50.0,down
2025-07-26 04:05:38.737263,119988.89,119991.3375007018,119988.06045729404,119988.89,0.97,50.0,down
2025-07-26 04:10:38.737263,120530.34,120533.4774297964,120527.67684318464,120530.34,1.98,50.0,up
2025-07-26 04:15:38.737263,120903.95,120906.04298525104,120902.78430480612,120903.95,1.7,50.0,flat
2025-07-26 04:20:38.737263,120308.75,120309.01748376882,120306.90420344412,120308.75,1.86,50.0,down
2025-07-26 04:25:38.737263,118643.82,118645.4455033479,118639.75433122,118643.82,0.77,50.0,down
2025-07-26 04:30:38.737263,118448.56,118451.30765298486,118448.19319466116,118448.56,1.68,50.0,up
2025-07-26 04:35:38.737263,119373.27,119378.26613339798,119372.01890769631,119373.27,1.08,50.0,up
2025-07-26 04:40:38.737263,119108.87,119109.0572136392,119107.13746574627,119108.87,1.01,50.0,flat
2025-07-26 04:45:38.737263,120506.66,120507.63576593316,120503.8321686507,120506.66,1.97,50.0,flat
2025-07-26 04:50:38.737263,119600.81,119604.9779656653,119596.39288025755,119600.81,1.24,50.0,flat
2025-07-26 04:55:38.737263,120974.05,120977.18116643433,120972.44668668,120974.05,1.88,50.0,flat
2025-07-26 05:00:38.737263,120812.58,120816.7892277256,120810.9495141441,120812.58,1.28,50.0,flat
2025-07-26 05:05:38.737263,120604.78,120607.13117534955,120602.18460077846,120604.78,0.99,50.0,up
2025-07-26 05:10:38.737263,120083.12,120087.00892075153,120078.90968948424,120083.12,1.99,50.0,down
2025-07-26 05:15:38.737263,118954.12,118956.61034934572,118953.44159550022,118954.12,0.8,50.0,down
2025-07-26 05:20:38.737263,120327.38,120331.27009631536,120324.77751850703,120327.38,1.5,50.0,down
2025-07-26 05:25:38.737263,119445.75,119446.27401240496,119443.52525476452,119445.75,1.2,50.0,down
2025-07-26 05:30:38.737263,120633.61,120634.25745561947,120629.84384882876,120633.61,0.77,50.0,up
2025-07-26 05:35:38.737263,119053.04,119055.30705062883,119051.78349284196,119053.04,0.82,50.0,down
2025-07-26 05:40:38.737263,118887.71,118887.84084912283,118882.97987918646,118887.71,1.09,50.0,up
2025-07-26 05:45:38.737263,118540.82,118543.28247110423,118538.7009115589,118540.82,0.85,50.0,flat
2025-07-26 05:50:38.737263,119984.09,119988.409358786,119979.87123286338,119984.09,0.56,50.0,up
2025-07-26 05:55:38.737263,120021.04,120022.96139719411,120019.83456045612,120021.04,1.05,50.0,flat
2025-07-26 06:00:38.737263,119695.82,119698.90838895204,119694.95798107564,119695.82,0.63,50.0,down
2025-07-26 06:05:38.737263,119725.0,119727.97019435196,119724.69938872098,119725.0,0.78,50.0,flat
2025-07-26 06:10:38.737263,118763.63,118764.82287254208,118759.3691088546,118763.63,0.53,50.0,down
2025-07-26 06:15:38.737263,120690.92,120694.55833149869,120687.01241762104,120690.92,0.96,50.0,up
2025-07-26 06:20:38.737263,118056.29,118060.88969527706,118055.82527131758,118056.29,2.0,50.0,flat
2025-07-26 06:25:38.737263,118738.62,118739.68065231504,118734.7473236309,118738.62,1.2,50.0,flat
2025-07-26 06:30:38.737263,120099.17,120101.00722329556,120098.62649907982,120099.17,1.99,50.0,flat
2025-07-26 06:35:38.737263,120809.97,120811.9620466728,120805.2866089972,120809.97,0.92,50.0,down
2025-07-26 06:40:38.737263,118652.63,118655.80793679316,118649.25601927962,118652.63,1.22,50.0,up
2025-07-26 06:45:38.737263,118632.36,118634.45632622768,118630.31693994606,118632.36,1.88,50.0,down
2025-07-26 06:50:38.737263,119819.36,119823.28005876525,119815.06203644972,119819.36,1.7,50.0,flat
2025-07-26 06:55:38.737263,118556.48,118558.6759493008,118556.11027697287,118556.48,1.35,50.0,up
2025-07-26 07:00:38.737263,119497.14,119499.43378469314,119493.85365923493,119497.14,1.4,50.0,up
2025-07-26 07:05:38.737263,120391.26,120392.38255534697,120389.6408028558,120391.26,1.18,50.0,flat
2025-07-26 07:10:38.737263,118621.18,118621.85024699535,118617.37779931509,118621.18,1.07,50.0,up
2025-07-26 07:15:38.737263,118836.14,118837.0241034967,118833.2924932622,118836.14,1.93,50.0,flat
2025-07-26 07:20:38.737263,118626.33,118631.26739043192,118622.07594331428,118626.33,1.79,50.0,flat
2025-07-26 07:25:38.737263,120254.38,120255.65791611036,120251.80434149892,120254.38,0.87,50.0,down
2025-07-26 07:30:38.737263,118693.69,118694.2273830031,118689.11721907956,118693.69,1.79,50.0,up
2025-07-26 07:35:38.737263,119075.79,119078.70263031089,119072.95966103404,119075.79,1.07,50.0,up
2025-07-26 07:40:38.737263,119778.15,119780.77276426184,119777.15414484336,119778.15,0.84,50.0,flat
2025-07-26 07:45:38.737263,118572.45,118574.59032889782,118570.36863733812,118572.45,0.68,50.0,up
2025-07-26 07:50:38.737263,118100.76,118101.08178737602,118097.6112491153,118100.76,1.26,50.0,flat
2025-07-26 07:55:38.737263,118847.61,118849.09862984996,118844.01356373169,118847.61,1.5,50.0,up
2025-07-26 08:00:38.737263,120719.73,120722.8722053927,120717.8261256591,120719.73,0.7,50.0,flat
2025-07-26 08:05:38.737263,118390.04,118393.7322839181,118385.59219882105,118390.04,1.18,50.0,down
2025-07-26 08:10:38.737263,120887.3,120889.52545921228,120886.46597896276,120887.3,1.08,50.0,down
2025-07-26 08:15:38.737263,120742.28,120744.68134360462,120738.4354516506,120742.28,0.7,50.0,down
2025-07-26 08:20:38.737263,119353.21,119356.43711109392,119352.86587918278,119353.21,1.74,50.0,flat
2025-07-26 08:25:38.737263,119923.45,119924.06816248744,119918.45660139494,119923.45,1.23,50.0,down
2025-07-26 08:30:38.737263,120142.15,120147.05183243094,120139.52312391196,120142.15,0.59,50.0,up
2025-07-26 08:35:38.737263,120295.11,120299.95868986224,120291.56735449932,120295.11,1.55,50.0,down
2025-07-26 08:40:38.737263,118925.06,118925.70660256573,118921.6860272241,118925.06,0.78,50.0,up
2025-07-26 08:45:38.737263,118555.66,118559.80531315472,118554.7040849574,118555.66,1.24,50.0,down
2025-07-26 08:50:38.737263,119398.31,119402.18860926546,119396.27159048757,119398.31,1.36,50.0,flat
2025-07-26 08:55:38.737263,118111.49,118112.46555386591,118110.25580064543,118111.49,1.95,50.0,up
